source,metric,identity,metric_class,semantic_role,purpose,quality_definedness,current_named_use,normative_destinations,forbidden_use,review_note,normative_status,baseline_commit
sentiment,magnitude_mad,sentiment/magnitude_mad,derived_measurement,CROSS_SECTIONAL_CONTEXT,Median absolute deviation of return magnitudes.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,largest_absolute_return,sentiment/largest_absolute_return,direct_or_derived_measurement,CROSS_SECTIONAL_CONTEXT,Magnitude of the unique/tied largest mover.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,largest_move_tie_count,sentiment/largest_move_tie_count,direct_or_derived_measurement,CROSS_SECTIONAL_CONTEXT,Tie provenance for the largest absolute move; determines whether unique-mover fields are defined.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,largest_move_excess,sentiment/largest_move_excess,derived_measurement,CROSS_SECTIONAL_CONTEXT,Largest move magnitude minus peer median magnitude.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,largest_move_mad_excess,sentiment/largest_move_mad_excess,derived_measurement,CROSS_SECTIONAL_CONTEXT,Largest move excess expressed in peer MAD units.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,largest_signed_return,sentiment/largest_signed_return,direct_or_derived_measurement,CROSS_SECTIONAL_CONTEXT,Signed return of a unique largest mover.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,largest_move_ratio,sentiment/largest_move_ratio,derived_dimensionless,CROSS_SECTIONAL_CONTEXT,Largest move magnitude relative to peer median magnitude.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,largest_move_ratio_baseline,sentiment/largest_move_ratio_baseline,historical_reference,CONTEXT_OR_MODEL_FEATURE,Causal historical reference for `largest_move_ratio`.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast. Baseline is reference state, not a trading signal.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,largest_move_ratio_zscore,sentiment/largest_move_ratio_zscore,standardized_historical_comparison,CONTEXT_OR_MODEL_FEATURE,Standardized historical unusualness of the underlying `largest_move_ratio_zscore` quantity.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,largest_move_share,sentiment/largest_move_share,derived_measurement,CROSS_SECTIONAL_CONTEXT,Largest mover's share of aggregate absolute movement.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,largest_move_share_baseline,sentiment/largest_move_share_baseline,historical_reference,CONTEXT_OR_MODEL_FEATURE,Causal historical reference for `largest_move_share`.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast. Baseline is reference state, not a trading signal.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,largest_move_share_zscore,sentiment/largest_move_share_zscore,standardized_historical_comparison,CONTEXT_OR_MODEL_FEATURE,Standardized historical unusualness of the underlying `largest_move_share_zscore` quantity.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,peer_median_absolute_return,sentiment/peer_median_absolute_return,direct_or_derived_measurement,CROSS_SECTIONAL_CONTEXT,Typical absolute movement among peers excluding the focal/extreme member.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,peer_magnitude_mad,sentiment/peer_magnitude_mad,derived_measurement,CROSS_SECTIONAL_CONTEXT,Robust peer movement-magnitude dispersion.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,median_asof_age_seconds,sentiment/median_asof_age_seconds,derived_measurement,CROSS_SECTIONAL_CONTEXT,Median staleness of member as-of observations.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,max_asof_age_seconds,sentiment/max_asof_age_seconds,derived_measurement,CROSS_SECTIONAL_CONTEXT,Worst staleness of member as-of observations.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,median_from_age_seconds,sentiment/median_from_age_seconds,derived_measurement,CROSS_SECTIONAL_CONTEXT,Median age of member interval start points.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,cohort_horizon_seconds,sentiment/cohort_horizon_seconds,derived_measurement,CROSS_SECTIONAL_CONTEXT,Common comparison horizon actually represented by the snapshot.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,asof_age_seconds,sentiment/asof_age_seconds,derived_measurement,CROSS_SECTIONAL_CONTEXT,Focal observation staleness within the snapshot.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
sentiment,from_age_seconds,sentiment/from_age_seconds,derived_measurement,CROSS_SECTIONAL_CONTEXT,Age of focal comparison interval start.,Requires an explicit cohort and valid common-horizon/as-of membership. Cohort composition/age is part of the fact.,,Relative-state context; Opportunity/Valuation; Coordination context,"Do not interpret as social/news sentiment, market leadership, organic/synthetic movement, or continuation forecast.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,best_price:bid,toxicity/best_price:bid,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Current best bid price used for touch-disposition attribution.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,best_price:ask,toxicity/best_price:ask,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Current best ask price used for touch-disposition attribution.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,previous_best_price:bid,toxicity/previous_best_price:bid,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Prior comparable best bid price anchoring the disposition bracket.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,previous_best_price:ask,toxicity/previous_best_price:ask,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Prior comparable best ask price anchoring the disposition bracket.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,touch_quantity:bid,toxicity/touch_quantity:bid,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Current displayed touch quantity on the bid side.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,touch_quantity:ask,toxicity/touch_quantity:ask,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Current displayed touch quantity on the ask side.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,previous_touch_quantity:bid,toxicity/previous_touch_quantity:bid,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,"Previous displayed touch quantity on the bid side, denominator for disposition fractions.",Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,previous_touch_quantity:ask,toxicity/previous_touch_quantity:ask,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,"Previous displayed touch quantity on the ask side, denominator for disposition fractions.",Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,touch_price_log_change:bid,toxicity/touch_price_log_change:bid,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Log movement of the bid touch price across the attribution bracket.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,touch_price_log_change:ask,toxicity/touch_price_log_change:ask,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Log movement of the ask touch price across the attribution bracket.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,unfilled_residual_quantity:bid,toxicity/unfilled_residual_quantity:bid,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Previous bid touch quantity not explained by matched execution before disposition accounting.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,unfilled_residual_quantity:ask,toxicity/unfilled_residual_quantity:ask,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Previous ask touch quantity not explained by matched execution before disposition accounting.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,net_withdrawn_quantity:bid,toxicity/net_withdrawn_quantity:bid,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Unexplained displayed quantity removed from the previous bid touch after matched fills.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,net_withdrawn_quantity:ask,toxicity/net_withdrawn_quantity:ask,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Unexplained displayed quantity removed from the previous ask touch after matched fills.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,net_replenished_quantity:bid,toxicity/net_replenished_quantity:bid,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Displayed quantity restored/added at the same bid touch after disposition.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,net_replenished_quantity:ask,toxicity/net_replenished_quantity:ask,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Displayed quantity restored/added at the same ask touch after disposition.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,retreated_quantity:bid,toxicity/retreated_quantity:bid,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Quantity associated with bid touch retreat away from the prior price.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,retreated_quantity:ask,toxicity/retreated_quantity:ask,direct_or_derived_measurement,LIQUIDITY_DISPOSITION,Quantity associated with ask touch retreat away from the prior price.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,net_withdrawal_fraction:bid,toxicity/net_withdrawal_fraction:bid,derived_dimensionless,LIQUIDITY_DISPOSITION,Fraction of previous bid touch removed without matched execution.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,net_withdrawal_fraction:ask,toxicity/net_withdrawal_fraction:ask,derived_dimensionless,LIQUIDITY_DISPOSITION,Fraction of previous ask touch removed without matched execution.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,net_replenishment_fraction:bid,toxicity/net_replenishment_fraction:bid,derived_dimensionless,LIQUIDITY_DISPOSITION,Same-price replenishment relative to previous bid touch quantity.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,net_replenishment_fraction:ask,toxicity/net_replenishment_fraction:ask,derived_dimensionless,LIQUIDITY_DISPOSITION,Same-price replenishment relative to previous ask touch quantity.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,retreat_fraction:bid,toxicity/retreat_fraction:bid,derived_dimensionless,LIQUIDITY_DISPOSITION,Fractional bid touch retreat state.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,retreat_fraction:ask,toxicity/retreat_fraction:ask,derived_dimensionless,LIQUIDITY_DISPOSITION,Fractional ask touch retreat state.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,net_withdrawal_rate:bid,toxicity/net_withdrawal_rate:bid,temporal_dynamic_or_rate,LIQUIDITY_DISPOSITION,Unexplained withdrawal rate on the bid touch.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,net_withdrawal_rate:ask,toxicity/net_withdrawal_rate:ask,temporal_dynamic_or_rate,LIQUIDITY_DISPOSITION,Unexplained withdrawal rate on the ask touch.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,net_replenishment_rate:bid,toxicity/net_replenishment_rate:bid,temporal_dynamic_or_rate,LIQUIDITY_DISPOSITION,Same-price replenishment rate on the bid side.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,net_replenishment_rate:ask,toxicity/net_replenishment_rate:ask,temporal_dynamic_or_rate,LIQUIDITY_DISPOSITION,Same-price replenishment rate on the ask side.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,retreat_rate:bid,toxicity/retreat_rate:bid,temporal_dynamic_or_rate,LIQUIDITY_DISPOSITION,Rate of bid touch retreat.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,retreat_rate:ask,toxicity/retreat_rate:ask,temporal_dynamic_or_rate,LIQUIDITY_DISPOSITION,Rate of ask touch retreat.,Requires a valid comparable touch/trade bracket for attribution; feed/order ambiguity makes attribution undefined.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,withdrawal_fraction_baseline:bid,toxicity/withdrawal_fraction_baseline:bid,historical_reference,CONTEXT_OR_MODEL_FEATURE,Causal historical reference for `withdrawal_fraction`.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent. Baseline is reference state, not a trading signal.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,withdrawal_fraction_baseline:ask,toxicity/withdrawal_fraction_baseline:ask,historical_reference,CONTEXT_OR_MODEL_FEATURE,Causal historical reference for `withdrawal_fraction`.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent. Baseline is reference state, not a trading signal.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,withdrawal_fraction_divergence:bid,toxicity/withdrawal_fraction_divergence:bid,historical_comparison,CONTEXT_OR_MODEL_FEATURE,Current departure of the underlying `withdrawal_fraction_divergence:bid` quantity from its causal historical reference.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,withdrawal_fraction_divergence:ask,toxicity/withdrawal_fraction_divergence:ask,historical_comparison,CONTEXT_OR_MODEL_FEATURE,Current departure of the underlying `withdrawal_fraction_divergence:ask` quantity from its causal historical reference.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,withdrawal_fraction_zscore:bid,toxicity/withdrawal_fraction_zscore:bid,standardized_historical_comparison,CONTEXT_OR_MODEL_FEATURE,Standardized historical unusualness of the underlying `withdrawal_fraction_zscore:bid` quantity.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",Category:ToxicBluff,Category(current; review semantics); Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",REVIEW: withdrawal unusualness can contribute to a bluff hypothesis only jointly; not proof of ToxicBluff.,KEEP_REVIEW_CURRENT_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
toxicity,withdrawal_fraction_zscore:ask,toxicity/withdrawal_fraction_zscore:ask,standardized_historical_comparison,CONTEXT_OR_MODEL_FEATURE,Standardized historical unusualness of the underlying `withdrawal_fraction_zscore:ask` quantity.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",Category:ToxicBluff,Category(current; review semantics); Liquidity-disposition context; Opportunity/Valuation; PositionRisk context; Hindsight,"Do not infer fake liquidity, spoofing, malicious cancellation, support/resistance, or participant intent. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",REVIEW: withdrawal unusualness can contribute to a bluff hypothesis only jointly; not proof of ToxicBluff.,KEEP_REVIEW_CURRENT_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
